flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,attack_label,bytes_per_sec,pkts_per_sec,fwd_to_bwd_ratio,protocol_other,protocol_tcp,protocol_udp,__perturbed
357,1,2,8,18,BENIGN,0.07282913165266107,0.008403361344537815,0.3333333333333333,True,False,False,1
96153,2,2,64,242,BENIGN,0.0031824280053664,4.160036608322153e-05,0.6666666666666666,False,False,True,0
977,4,0,0,0,DoS Hulk,0.0,0.0040941658137154,4.0,False,True,False,0
40,1,1,2,6,PortScan,0.2,0.05,0.5,False,True,False,0
169152,1,1,42,58,BENIGN,0.0005911842603102,1.182368520620507e-05,0.5,False,False,True,0
31751,2,2,58,202,BENIGN,0.0081887184655601,0.0001259802840855,0.6666666666666666,False,False,True,0
4200930,5,1,135,46,BENIGN,4.308569769074943e-05,1.4282551720690418e-06,2.5,False,True,False,0
5605710,3,1,12,0,BENIGN,2.140674419475856e-06,7.135581398252853e-07,1.5,False,True,False,0
99785,2,2,70,174,BENIGN,0.0024452573032018,4.008618529839154e-05,0.6666666666666666,False,False,True,0
22547,2,2,68,158,BENIGN,0.0100235064531866,0.0001774071938617,0.6666666666666666,False,False,True,0
183,3,0,65,0,BENIGN,0.3551912568306011,0.0163934426229508,3.0,False,True,False,0
719,2,2,70,158,BENIGN,0.3171070931849791,0.0055632823365785,0.6666666666666666,False,False,True,0
309,5,3,200,317,BENIGN,1.6731391585760518,0.025889967637540454,1.25,False,True,False,1
2100019,4,0,24,0,DDoS,1.1428468028146412e-05,1.9047446713577356e-06,4.0,False,True,False,0
1088174,3,6,26,11607,DDoS,0.010690385912547,8.27073611389355e-06,0.4285714285714285,False,True,False,0
61994969,10,10,432,1963,BENIGN,3.863216707149253e-05,3.226068231439877e-07,0.9090909090909092,False,True,False,0
118388148,22,20,929,6385,BENIGN,6.177983289340754e-05,3.5476524220988745e-07,1.0476190476190477,False,True,False,0
100,6,5,113,305,BENIGN,4.18,0.11,1.0,False,False,True,1
2,2,0,31,0,BENIGN,15.5,1.0,2.0,False,True,False,0
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
170320,2,2,70,102,BENIGN,0.0010098637858149,2.34852043212776e-05,0.6666666666666666,False,False,True,0
62592,2,2,66,172,BENIGN,0.0038024028629856,6.390593047034765e-05,0.6666666666666666,False,False,True,0
31254,2,2,82,216,BENIGN,0.0095347795482178,0.0001279836180968,0.6666666666666666,False,False,True,0
228,2,0,0,0,BENIGN,0.0,0.0087719298245614,2.0,False,True,False,0
103650795,15,3,2541,6,DoS slowloris,2.457289401398224e-05,1.7366002836736566e-07,3.75,False,True,False,0
26783,1,1,71,155,BENIGN,0.008438188403091513,7.46742336556771e-05,0.5,False,True,False,1
123389,2,2,72,368,BENIGN,0.0035659580675749,3.241780061431732e-05,0.6666666666666666,False,False,True,0
60197,1,1,41,150,BENIGN,0.0031729155938003,3.3224247055501103e-05,0.5,False,False,True,0
103,1,1,6,6,BENIGN,0.116504854368932,0.0194174757281553,0.5,False,True,False,0
663248,13,9,1569,5374,BENIGN,0.0104681808313029,3.31700962535884e-05,1.3,False,True,False,0
116107,1,1,0,0,BENIGN,0.0,1.7225490280517108e-05,0.5,False,True,False,0
1546,2,0,12,0,BENIGN,0.0077619663648124,0.001293661060802,2.0,False,True,False,0
4069878,5,0,30,0,DDoS,7.371228326745912e-06,1.228538054457652e-06,5.0,False,True,False,0
25510236,6,4,168,1136,BENIGN,5.111673604273986e-05,3.919995095302137e-07,1.2,False,False,True,0
84659169,7,6,298,11595,DoS Hulk,0.0001404809442436,1.535569053365029e-07,1.0,False,True,False,0
90827,2,2,56,236,BENIGN,0.0032149030574608,4.403976791042311e-05,0.6666666666666666,False,False,True,0
174,2,2,110,174,BENIGN,1.632183908045977,0.0229885057471264,0.6666666666666666,False,False,True,0
151,2,2,76,108,BENIGN,1.218543046357616,0.0264900662251655,0.6666666666666666,False,False,True,0
85214608,9,6,346,11595,DoS Hulk,0.000140128556362,1.76026157393108e-07,1.2857142857142858,False,True,False,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
31430,1,1,52,107,BENIGN,0.0050588609608654,6.363347120585428e-05,0.5,False,False,True,0
5190928,5,0,30,0,DDoS,5.779313448385337e-06,9.632189080642228e-07,5.0,False,True,False,0
2809,2,1,14,15,BENIGN,0.010323958704165184,0.001067995728017088,1.0,False,False,True,1
1534,5,3,354,0,BENIGN,0.2307692307692307,0.0052151238591916,1.25,False,True,False,0
335759,5,4,1017,3748,BENIGN,0.01419172680404695,2.6804940448357305e-05,1.0,False,True,False,1
227,2,2,64,320,BENIGN,1.6916299559471366,0.0176211453744493,0.6666666666666666,False,False,True,0
5865933,8,8,272,760,BENIGN,0.0001759310922917,2.7276138339800337e-06,0.8888888888888888,False,False,True,0
4766141,4,2,0,0,BENIGN,0.0,1.2588800876851944e-06,1.3333333333333333,False,False,True,1
9915233,9,15,103,188,FTP-Patator,2.9348780810294622e-05,2.420518004972753e-06,0.5625,False,True,False,0
3,5,0,21,0,BENIGN,7.0,1.6666666666666667,5.0,True,False,False,1
23934,2,2,84,310,BENIGN,0.0164619369933985,0.0001671262638923,0.6666666666666666,False,False,True,0
146,2,2,4,12,BENIGN,0.1095890410958904,0.0273972602739726,0.6666666666666666,False,True,False,0
5781154,8,5,370,2961,BENIGN,0.0005761825407176,2.2486859889911253e-06,1.3333333333333333,False,True,False,0
179,2,2,84,116,BENIGN,1.11731843575419,0.0223463687150838,0.6666666666666666,False,False,True,0
458,2,2,352,358,BENIGN,1.5502183406113537,0.0087336244541484,0.6666666666666666,False,False,True,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
105608194,16,3,2541,6,DoS slowloris,2.4117446795842372e-05,1.799102823404025e-07,4.0,False,True,False,0
49,1,1,0,6,PortScan,0.1224489795918367,0.0408163265306122,0.5,False,True,False,0
1311074,8,11,1308,3314,BENIGN,0.003525354022732508,1.4491935619194645e-05,0.6666666666666666,False,True,False,1
333,2,2,74,154,BENIGN,0.6846846846846847,0.012012012012012,0.6666666666666666,False,False,True,0
30445,1,1,46,62,BENIGN,0.0035473805222532,6.569223189357858e-05,0.5,False,False,True,0
5807598,7,4,617,164,BENIGN,0.0001344790049173,1.894070491793681e-06,1.4,False,True,False,0
208,2,2,64,142,BENIGN,0.9903846153846154,0.0192307692307692,0.6666666666666666,False,False,True,0
190,2,2,80,180,BENIGN,1.368421052631579,0.0210526315789473,0.6666666666666666,False,False,True,0
5925,3,0,18,0,BENIGN,0.0030379746835443,0.000506329113924,3.0,False,True,False,0
11310082,4,6,2230,2714,BENIGN,0.0004371321092101,8.841668875610274e-07,0.5714285714285714,False,True,False,0
23721,1,1,51,170,BENIGN,0.009316639264786476,8.431347750937987e-05,0.5,False,True,False,1
5499237,3,1,12,0,BENIGN,2.182120901499608e-06,7.273736338332027e-07,1.5,False,True,False,0
22747,2,3,128,160,BENIGN,0.012661010243108981,0.00021980920560953093,0.5,True,False,False,1
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
30743,4,2,188,350,BENIGN,0.0174999186806752,0.0001951663793383,1.3333333333333333,False,False,True,0
67814086,7,8,1077,11595,DoS Hulk,0.0001868638323902,2.211929834164542e-07,0.7777777777777778,False,True,False,0
61122700,15,15,818,6509,BENIGN,0.0001198736312368,4.90816014344916e-07,0.9375,False,True,False,0
90747280,4,11,703,32887,DoS Hulk,0.0003701488353149538,1.6529421047110172e-07,0.3333333333333333,False,False,True,1
100166831,6,5,368,11595,DoS Hulk,0.0001194307524813,1.0981679154849173e-07,1.0,False,True,False,0
31391,2,2,56,568,BENIGN,0.0198783090694785,0.0001274250581376,0.6666666666666666,False,False,True,0
26186,4,4,156,220,BENIGN,0.0143588176888413,0.000305506759337,0.8,False,False,True,0
12735631,3,6,520,1168,BENIGN,0.00013254152856658613,7.06678766054073e-07,0.42857142857142855,True,False,False,1
30323,1,1,56,84,BENIGN,0.0046169574250568,6.595653464366982e-05,0.5,False,False,True,0
30906,2,2,76,296,BENIGN,0.0120364977674238,0.0001294247071766,0.6666666666666666,False,False,True,0
301579,19,7,790,8317,BENIGN,0.030197725968983253,8.621289943928456e-05,2.375,False,False,True,1
3651,2,0,12,0,BENIGN,0.0032867707477403,0.0005477951246233,2.0,False,True,False,0
53238,6,6,247,360,BENIGN,0.011401630414365678,0.00022540290769750929,0.8571428571428571,False,False,True,1
4,3,0,37,0,BENIGN,9.25,0.75,3.0,False,True,False,0
10957387,10,9,1249,5137,BENIGN,0.0005828031810868,1.733990047079655e-06,1.0,False,True,False,0
158181,14,12,900,12324,BENIGN,0.0836004324160297,0.0001643686662747,1.0769230769230769,False,True,False,0
465,4,0,35,0,BENIGN,0.07526881720430108,0.008602150537634409,4.0,True,False,False,1
5490661,3,1,12,0,BENIGN,2.1855292104174707e-06,7.285097368058236e-07,1.5,False,True,False,0
6950544,4,0,24,0,DDoS,3.4529671346588123e-06,5.754945224431354e-07,4.0,False,True,False,0
57725137,6,27,1101,7470,BENIGN,0.00014847950902221332,5.716746934701948e-07,0.21428571428571427,False,True,False,1
61309,2,2,76,236,BENIGN,0.0050889755174607,6.524327586488118e-05,0.6666666666666666,False,False,True,0
16,1,1,6,6,BENIGN,0.75,0.125,0.5,False,True,False,0
93355068,6,3,19,0,DoS slowloris,2.0352403363896645e-07,9.640612119740516e-08,1.5,False,True,False,1
230969,1,1,48,64,BENIGN,0.0004849135598283,8.659170711220987e-06,0.5,False,False,True,0
501,1,1,52,113,BENIGN,0.3293413173652694,0.0039920159680638,0.5,False,False,True,0
626923,1,4,172,283,BENIGN,0.0007257669602168049,7.97546110128357e-06,0.2,False,True,False,1
83785001,7,9,11607,62,BENIGN,0.0001392731379211,1.909649675841145e-07,0.7,False,True,False,0
86,1,0,46,0,BENIGN,0.5348837209302325,0.011627906976744186,1.0,False,False,True,1
263,2,2,64,120,BENIGN,0.6996197718631179,0.0152091254752851,0.6666666666666666,False,False,True,0
4,3,0,31,0,BENIGN,7.75,0.75,3.0,False,True,False,0
92253954,8,8,368,20394,DoS Hulk,0.0002250526844627169,1.7343430071300792e-07,0.8888888888888888,True,False,False,1
115739804,18,16,952,3930,BENIGN,4.218082138794705e-05,2.93762377548177e-07,1.0588235294117647,False,True,False,0
164,2,2,90,154,BENIGN,1.4878048780487805,0.024390243902439,0.6666666666666666,False,False,True,0
87492287,65,32,2797,81678,BENIGN,0.0009655136800801652,1.1086691561737322e-06,1.9696969696969697,False,False,True,1
341686,5,9,654,1072,BENIGN,0.005051421480540613,4.0973291267420965e-05,0.5,False,False,True,1
155815964,35,41,3278,6244,BENIGN,6.111055475676421e-05,4.877549003900524e-07,0.8333333333333334,False,True,False,1
6273845,4,0,24,0,DDoS,3.825405313647373e-06,6.375675522745621e-07,4.0,False,True,False,0
68,1,1,0,6,PortScan,0.088235294117647,0.0294117647058823,0.5,False,True,False,0
11238487,13,10,995,4959,BENIGN,0.0005297866162945,2.046538826801152e-06,1.181818181818182,False,True,False,0
15630,3,6,26,11601,DDoS,0.7438899552143314,0.0005758157389635,0.4285714285714285,False,True,False,0
203,2,2,90,122,BENIGN,1.0443349753694582,0.0197044334975369,0.6666666666666666,False,False,True,0
57,1,1,0,6,PortScan,0.1052631578947368,0.0350877192982456,0.5,False,True,False,0
98,2,2,4,12,BENIGN,0.1632653061224489,0.0408163265306122,0.6666666666666666,False,True,False,0
192,2,2,148,404,BENIGN,2.875,0.0208333333333333,0.6666666666666666,False,False,True,0
43,1,1,2,6,PortScan,0.1860465116279069,0.0465116279069767,0.5,False,True,False,0
155179,2,2,88,376,BENIGN,0.0029900953092879,2.577668370075848e-05,0.6666666666666666,False,False,True,0
250,3,1,43,6,BENIGN,0.196,0.016,1.5,False,True,False,0
78816771,6,9,11613,62,BENIGN,0.0001481283723231,1.903148252546403e-07,0.6,False,True,False,0
10223517,9,10,654,6828,BENIGN,0.0007318420852628,1.8584602539419652e-06,0.8181818181818182,False,True,False,0
50364,1,1,38,94,BENIGN,0.0026209197045508,3.971090461440712e-05,0.5,False,False,True,0
277190,10,5,896,1471,BENIGN,0.0085392690934016,5.41145062953209e-05,1.6666666666666667,False,True,False,0
47,3,2,3,16,PortScan,0.40425531914893614,0.10638297872340426,1.0,False,True,False,1
39481,3,1,69,77,BENIGN,0.00369798130746435,0.0001013145563688863,1.5,False,False,True,1
201,1,5,6,31,BENIGN,0.18407960199004975,0.029850746268656716,0.16666666666666666,True,False,False,1
4546,3,0,0,0,BENIGN,0.0,0.0006599208095028,3.0,False,True,False,0
72,1,1,2,6,PortScan,0.1111111111111111,0.0277777777777777,0.5,False,True,False,0
47900,2,2,70,444,BENIGN,0.0107306889352818,8.350730688935282e-05,0.6666666666666666,False,False,True,0
399463,15,10,976,7408,BENIGN,0.0209881766271219,6.258401904556868e-05,1.3636363636363635,False,True,False,0
95068,1,1,0,0,BENIGN,0.0,2.1037573105566542e-05,0.5,False,True,False,0
192,2,2,76,132,BENIGN,1.0833333333333333,0.0208333333333333,0.6666666666666666,False,False,True,0
45928,17,19,17832,0,BENIGN,0.3882598850374499,0.0007838355687162,0.85,False,True,False,0
48,2,2,4,12,BENIGN,0.3333333333333333,0.0833333333333333,0.6666666666666666,False,True,False,0
114,3,5,211,213,BENIGN,3.719298245614035,0.07017543859649122,0.5,False,True,False,1
3,2,0,31,0,BENIGN,10.333333333333334,0.6666666666666666,2.0,False,True,False,0
98345830,8,6,316,11595,DoS Hulk,0.0001211134218908,1.4235479023360725e-07,1.1428571428571428,False,True,False,0
214,2,2,72,270,BENIGN,1.5981308411214954,0.0186915887850467,0.6666666666666666,False,False,True,0
66,1,1,2,6,PortScan,0.1212121212121212,0.0303030303030303,0.5,False,True,False,0
4394925,5,0,30,0,DDoS,6.826055052133995e-06,1.1376758420223326e-06,5.0,False,True,False,0
86760428,200,147,1286,227320,BENIGN,0.002634910929669457,3.9995192278212365e-06,1.3513513513513513,True,False,False,1
119977642,118,0,0,0,BENIGN,0.0,9.835165788639187e-07,118.0,True,False,False,0
31,1,1,0,6,PortScan,0.1935483870967742,0.064516129032258,0.5,False,True,False,0
47520,4,2,268,296,BENIGN,0.0118686868686868,0.0001262626262626,1.3333333333333333,False,False,True,0
382283,5,3,36,179,BENIGN,0.0005624105701796837,2.092690493691846e-05,1.25,False,True,False,1
142621293,7,15,667,30725,DoS Hulk,0.0002201073860689231,1.5425466658754804e-07,0.4375,False,True,False,1
100261803,13,15,1576,22278,DoS Hulk,0.00023791712582707096,2.792688657314491e-07,0.8125,False,True,False,1
52,1,1,6,6,BENIGN,0.2307692307692307,0.0384615384615384,0.5,False,True,False,0
3,2,0,0,0,BENIGN,0.0,0.6666666666666666,2.0,False,True,False,0
74,3,1,18,0,BENIGN,0.2432432432432432,0.054054054054054,1.5,False,True,False,0
31642,4,4,156,668,BENIGN,0.0260413374628658,0.0002528285190569,0.8,False,False,True,0
1045166,2,3,50,52,BENIGN,9.759215282548418e-05,4.783929060072754e-06,0.5,True,False,False,1
30646,2,2,92,216,BENIGN,0.0100502512562814,0.000130522743588,0.6666666666666666,False,False,True,0
88,2,2,0,0,BENIGN,0.0,0.045454545454545456,0.6666666666666666,False,False,True,1
71270,2,2,64,164,BENIGN,0.0031991020064543,5.612459660446191e-05,0.6666666666666666,False,False,True,0
37271037,3,3,159,453,BENIGN,1.642025683374466e-05,1.6098291013475158e-07,0.75,False,False,True,0
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
233,2,2,58,186,BENIGN,1.0472103004291846,0.0171673819742489,0.6666666666666666,False,False,True,0
19710962,6,9,767,1510,BENIGN,0.00011551947591396097,7.609978650458562e-07,0.6,False,False,True,1
218,3,1,18,0,BENIGN,0.0825688073394495,0.018348623853211,1.5,False,True,False,0
160,2,2,60,188,BENIGN,1.55,0.025,0.6666666666666666,False,False,True,0
7696,2,0,12,0,BENIGN,0.0015592515592515,0.0002598752598752,2.0,False,True,False,0
115403441,20,21,6662,4662,BENIGN,9.812532366344258e-05,3.552753682621994e-07,0.9090909090909092,False,True,False,0
12798,2,1,37,0,BENIGN,0.0028910767307391,0.0002344116268166,1.0,False,True,False,0
155,2,1,12,6,BENIGN,0.1161290322580645,0.0193548387096774,1.0,False,True,False,0
55321,2,2,0,0,BENIGN,0.0,7.230527286202347e-05,0.6666666666666666,False,True,False,1
199,2,2,64,242,BENIGN,1.5376884422110553,0.0201005025125628,0.6666666666666666,False,False,True,0
42675,9,4,227,133,BENIGN,0.00843585237258348,0.0003046280023432923,1.8,False,False,True,1
24132,2,2,78,196,BENIGN,0.0113542184651085,0.0001657550140891,0.6666666666666666,False,False,True,0
10276123,9,13,1202,11850,BENIGN,0.0012701288219302,2.1408852346356696e-06,0.6428571428571429,False,True,False,0
3,2,0,37,0,BENIGN,12.333333333333334,0.6666666666666666,2.0,False,True,False,0
47419576,10,10,962,4316,BENIGN,0.0001113042427878,4.2176674038586933e-07,0.9090909090909092,False,True,False,0
186939,25,47,887,67984,BENIGN,0.3684142955723525,0.0003851523759087,0.5208333333333334,False,True,False,0
62386,1,1,51,99,BENIGN,0.0024043855993331,3.205847465777578e-05,0.5,False,False,True,0
87,1,1,0,0,BENIGN,0.0,0.0229885057471264,0.5,False,True,False,0
41,1,1,6,6,BENIGN,0.2926829268292683,0.048780487804878,0.5,False,True,False,0
17328904,6,5,182,908,BENIGN,6.290068892989424e-05,6.347775947053547e-07,1.0,False,False,True,1
17,2,2,4,12,BENIGN,0.9411764705882352,0.2352941176470588,0.6666666666666666,False,True,False,0
81,2,3,12,7,BENIGN,0.2345679012345679,0.06172839506172839,0.5,False,True,False,1
100089750,7,6,307,11595,DoS Hulk,0.0001189132753353,1.2988342962191432e-07,1.0,False,True,False,0
36239,1,2,0,0,BENIGN,0.0,8.278374127321394e-05,0.3333333333333333,False,True,False,0
983847,11,8,1071,756,BENIGN,0.0018569960573137,1.9311945861500823e-05,1.2222222222222223,False,True,False,0
173997,1,1,48,93,BENIGN,0.0008103587992896,1.14944510537538e-05,0.5,False,False,True,0
99878006,8,6,365,11595,DoS Hulk,0.0001197460830365,1.401710002099962e-07,1.1428571428571428,False,True,False,0
5951170,52,67,1998,82221,BENIGN,0.0141516710159514,1.999606800007393e-05,0.7647058823529411,False,True,False,0
105284785,38,27,2725,2272,BENIGN,4.7461748627781306e-05,6.173731560547898e-07,1.3571428571428572,True,False,False,1
31306,2,2,78,202,BENIGN,0.0089439724014565,0.0001277710343065,0.6666666666666666,False,False,True,0
122313,4,2,120,614,BENIGN,0.0060009974409915,4.905447499448137e-05,1.3333333333333333,False,False,True,0
92007126,7,9,11607,62,BENIGN,0.0001268271329331,1.738995738221407e-07,0.7,False,True,False,0
186,2,2,60,264,BENIGN,1.7419354838709675,0.021505376344086,0.6666666666666666,False,False,True,0
66,1,1,6,6,BENIGN,0.1818181818181818,0.0303030303030303,0.5,False,True,False,0
44521310,2,2,97,206,BENIGN,6.80572966069507e-06,8.98446159827732e-08,0.6666666666666666,False,False,True,0
493,1,1,83,165,BENIGN,0.5030425963488844,0.0040567951318458,0.5,False,False,True,0
18,1,1,0,6,PortScan,0.3333333333333333,0.1111111111111111,0.5,False,True,False,0
1165,2,3,4,3,PortScan,0.006008583690987125,0.004291845493562232,0.5,False,True,False,1
8617,2,0,12,0,BENIGN,0.0013925960311013,0.0002320993385168,2.0,False,True,False,0
66068452,2,2,96,96,BENIGN,2.9060768670650856e-06,6.054326806385597e-08,0.6666666666666666,False,False,True,0
106124,2,2,58,122,BENIGN,0.0016961290565753,3.769175681278504e-05,0.6666666666666666,False,False,True,0
326,2,2,82,176,BENIGN,0.7914110429447853,0.0122699386503067,0.6666666666666666,False,False,True,0
1,5,0,0,0,BENIGN,0.0,5.0,5.0,True,False,False,1
198,2,2,46,46,BENIGN,0.4646464646464646,0.0202020202020202,0.6666666666666666,False,False,True,0
1233945,10,11,1130,10123,BENIGN,0.0091195312594969,1.7018586727933577e-05,0.8333333333333334,False,True,False,0
3902907,4,0,24,0,DDoS,6.149262588117012e-06,1.024877098019502e-06,4.0,False,True,False,0
72,1,1,0,6,PortScan,0.0833333333333333,0.0277777777777777,0.5,False,True,False,0
90367,1,1,48,48,BENIGN,0.0010623347018269,2.213197295472905e-05,0.5,False,False,True,0
99432669,5,7,330,11595,DoS Hulk,0.0001199304023509,1.206846816110307e-07,0.625,False,True,False,0
5015473,3,1,0,0,Web Attack – XSS,0.0,7.975319576039986e-07,1.5,False,True,False,0
181,2,2,168,392,BENIGN,3.0939226519337018,0.0220994475138121,0.6666666666666666,False,False,True,0
71647021,28,15,4031,21974,BENIGN,0.00036295996172681065,6.001645204481007e-07,1.75,True,False,False,1
116017070,28,26,2219,10437,BENIGN,0.0001090873955013,4.654487481885209e-07,1.037037037037037,False,True,False,0
92850,2,2,62,242,BENIGN,0.003274098007539,4.308023694130317e-05,0.6666666666666666,False,False,True,0
99664696,8,6,323,11595,DoS Hulk,0.0001195809597412,1.404710048982641e-07,1.1428571428571428,False,True,False,0
8,1,2,6,12,BENIGN,2.25,0.375,0.3333333333333333,False,True,False,0
188,3,0,43,0,BENIGN,0.2287234042553191,0.0159574468085106,3.0,False,True,False,0
11950681,4,0,24,0,DDoS,2.0082537555809583e-06,3.3470895926349304e-07,4.0,False,True,False,0
31161,2,2,94,350,BENIGN,0.0142485799557138,0.0001283655851866,0.6666666666666666,False,False,True,0
251,2,1,37,6,BENIGN,0.1713147410358565,0.0119521912350597,1.0,False,True,False,0
54,1,1,2,6,PortScan,0.1481481481481481,0.037037037037037,0.5,False,True,False,0
25429,3,2,101,287,BENIGN,0.015258169806126863,0.0001966258995634905,1.0,False,True,False,1
97824402,7,9,11613,62,BENIGN,0.0001193465000685,1.635583726849667e-07,0.7,False,True,False,0
4635577,13,8,1178,290,BENIGN,0.00031668118122080597,4.530180385311257e-06,1.4444444444444444,True,False,False,1
108510155,22,13,2986,6356,BENIGN,8.609332462938607e-05,3.2255045622227706e-07,1.5714285714285714,False,True,False,0
4,2,0,12,0,BENIGN,3.0,0.5,2.0,False,True,False,0
59797,1,3,89,91,BENIGN,0.0030101844574142514,6.689298794253893e-05,0.25,True,False,False,1
17703,4,3,110,16,BENIGN,0.0071174377224199285,0.00039541320680110717,1.0,False,True,False,1
51833,2,1,138,123,BENIGN,0.005035402156927054,5.787818571180522e-05,1.0,False,True,False,1
510619,17,11,3965,6206,BENIGN,0.0199189611040717,5.483540565470537e-05,1.4166666666666667,False,True,False,0
1061421,2,2,68,158,BENIGN,0.000212922111019,3.768532938391081e-06,0.6666666666666666,False,False,True,0
184,2,2,90,172,BENIGN,1.423913043478261,0.0217391304347826,0.6666666666666666,False,False,True,0
379854,7,9,920,4185,BENIGN,0.0134393740753026,4.212144666108557e-05,0.7,False,True,False,0
83087016,7,6,339,11595,DoS Hulk,0.000143632550241,1.5646247302948033e-07,1.0,False,True,False,0
4757603,1,5,6,30,BENIGN,7.566835652323239e-06,1.2611392753872064e-06,0.1666666666666666,False,True,False,0
24613,2,2,66,500,BENIGN,0.0229959777353431,0.0001625157437126,0.6666666666666666,False,False,True,0
1032,21,15,2497,2660,BENIGN,4.997093023255814,0.03488372093023256,1.3125,False,True,False,1
636,3,0,0,0,BENIGN,0.0,0.0047169811320754,3.0,False,True,False,0
108,1,1,6,6,BENIGN,0.1111111111111111,0.0185185185185185,0.5,False,True,False,0
175,2,2,64,158,BENIGN,1.2685714285714285,0.0228571428571428,0.6666666666666666,False,False,True,0
206,4,4,82,237,BENIGN,1.5485436893203883,0.038834951456310676,0.8,False,False,True,1
597804,9,5,527,4024,BENIGN,0.0076128630788686,2.3419047045519936e-05,1.5,False,True,False,0
176,2,0,0,0,BENIGN,0.0,0.0113636363636363,2.0,False,True,False,0
53,1,1,0,0,BENIGN,0.0,0.0377358490566037,0.5,False,True,False,0
113798,2,2,90,172,BENIGN,0.0023023251726743,3.51500026362502e-05,0.6666666666666666,False,False,True,0
460,5,0,0,0,BENIGN,0.0,0.010869565217391304,5.0,False,False,True,1
71,1,1,6,6,BENIGN,0.1690140845070422,0.028169014084507,0.5,False,True,False,0
48,2,2,4,12,BENIGN,0.3333333333333333,0.0833333333333333,0.6666666666666666,False,True,False,0
132525,2,2,78,290,BENIGN,0.002776834559517,3.0182984342576877e-05,0.6666666666666666,False,False,True,0
6,4,0,0,0,DoS Hulk,0.0,0.6666666666666666,4.0,False,True,False,0
92338217,18,14,947,22688,DoS Hulk,0.0002559611910201818,3.465520673850568e-07,1.2,False,True,False,1
38663,1,1,0,0,BENIGN,0.0,5.17290432713447e-05,0.5,False,True,False,0
116172626,16,13,392,435,BENIGN,7.118716589913359e-06,2.4962851403565585e-07,1.1428571428571428,False,True,False,0
6065419,18,6,2742,10889,BENIGN,0.002247330316339234,3.956857720793897e-06,2.5714285714285716,False,False,True,1
163,2,2,88,120,BENIGN,1.2760736196319018,0.0245398773006134,0.6666666666666666,False,False,True,0
7458818,5,0,30,0,DDoS,4.022085000599291e-06,6.703475000998818e-07,5.0,False,True,False,0
68,1,1,2,6,PortScan,0.1176470588235294,0.0294117647058823,0.5,False,True,False,0
33,1,1,4,8,PortScan,0.36363636363636365,0.06060606060606061,0.5,False,True,False,1
106,1,1,2,6,PortScan,0.0754716981132075,0.0188679245283018,0.5,False,True,False,0
30211,1,1,50,66,BENIGN,0.0038396610506107,6.620105259673629e-05,0.5,False,False,True,0
17679990,2,2,105,161,BENIGN,1.504525737853924e-05,2.2624447185773294e-07,0.6666666666666666,False,False,True,0
1,2,0,4,0,BENIGN,4.0,2.0,2.0,False,True,False,0
31077,2,10,37,30602,DDoS,0.9859059754802587,0.0003861376580751038,0.18181818181818182,True,False,False,1
4,6,0,19,0,BENIGN,4.75,1.5,6.0,False,True,False,1
117971735,16,14,1538,5113,BENIGN,5.637791120050917e-05,2.542982011750526e-07,1.0666666666666669,False,True,False,0
180,5,4,103,145,BENIGN,1.3777777777777778,0.05,1.0,False,True,False,1
778158,3,7,26,11601,DDoS,0.0149416956453573,1.2850860622135864e-05,0.375,False,True,False,0
115454859,16,14,282,625,BENIGN,7.855884177209033e-06,2.5984181402014445e-07,1.0666666666666669,False,True,False,0
49440,4,2,136,132,BENIGN,0.00542071197411,0.0001213592233009,1.3333333333333333,False,False,True,0
49410,4,2,144,146,BENIGN,0.0058692572353774,0.0001214329083181,1.3333333333333333,False,False,True,0
138,2,2,96,96,BENIGN,1.391304347826087,0.0289855072463768,0.6666666666666666,False,False,True,0
4274810,8,6,1590,781,BENIGN,0.0005546445339091,3.2749993566965548e-06,1.1428571428571428,False,True,False,0
245,2,2,136,392,BENIGN,2.1551020408163266,0.0163265306122449,0.6666666666666666,False,False,True,0
61570981,10,9,1060,4404,BENIGN,8.874310448293816e-05,3.085869299370104e-07,1.0,False,True,False,0
48292,4,2,144,230,BENIGN,0.0077445539633893,0.0001242441812308,1.3333333333333333,False,False,True,0
30432,1,1,56,72,BENIGN,0.0042060988433228,6.572029442691903e-05,0.5,False,False,True,0
16,1,1,6,6,BENIGN,0.75,0.125,0.5,False,True,False,0
84448732,10,8,3660,4227,BENIGN,9.339394225599504e-05,2.131470724746939e-07,1.1111111111111112,False,True,False,0
12998,3,1,18,0,DoS Hulk,0.0013848284351438,0.0003077396522541,1.5,False,True,False,0
116808725,43,45,4965,45723,BENIGN,0.0004339401872591,7.533683806582086e-07,0.9347826086956522,False,True,False,0
216504,1,1,47,79,BENIGN,0.0005819753907549,9.237704615157226e-06,0.5,False,False,True,0
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,False,True,False,0
